OPCODE;MAINOUTITEMCODE;PRODQTY;REMAINQTY;PRODSTART;PRODEND;MAINRESOURCE;MASTEROPCODE;DEPARTMENT;PREVOPCODE;NEXTOPCODE
"I_1.25RL_UNI316:10";"1.25RL_UNI316";"62.500000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M461703:10";
"I_1.5RL_UNI:10";"1.5RL_UNI";"627.320000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M450861:10;M458791:10;M502126:10;M486485:10;M484930:10;M486586:10;M486587:10;M486599:10;M486622:10;M486623:10;M486653:10;M497937:10;M420063:10;M465159:10;M415463:10;M448639:10;M485974:10;M461809:10;M440613:10;M473226:10;M448663:10;M500140:10;M498978:10;M489611:10;M490743:10;M502615:10;M502565:10;M465067:10;M498499:10;M499237:10;M480652:10;MT00109781_1:10;M500851:10;M502696:10;M502836:10;M502858:10;M502859:10;M502869:10;M503828:10";
"I_1.5RL_UNI316:10";"1.5RL_UNI316";"85.340000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M498387:10";
"I_102669:10";"102669";"22.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_102838:10";"102838";"472.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1029730:10";"1029730";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1030300:10";"1030300";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M471744:10";
"I_1031990:10";"1031990";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M437397:40";
"I_1034720:10";"1034720";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M472957:10";
"I_1035305:10";"1035305";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1035371:10";"1035371";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1035820:10";"1035820";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1035905:10";"1035905";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1035930:10";"1035930";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M314665:10;M458789:10";
"I_1035960:10";"1035960";"15.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M355958:10";
"I_1035991:10";"1035991";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1036040:10";"1036040";"41.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M314665:10;M458789:10";
"I_1036050:10";"1036050";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1036060:10";"1036060";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1052270-a:10";"1052270-a";"80.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M490235:10";
"I_1052280:10";"1052280";"40.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M490235:10";
"I_105229:10";"105229";"12.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1052290:10";"1052290";"80.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M490235:10;M490236:10";
"I_105237:10";"105237";"1121.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M424442:10;M424342:10;M437347:10;M465095:10;M465084:10;M503418:10;M503469:10;M503765:10";
"I_105241:10";"105241";"548.010000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M447480:10;M447483:10;M447486:10;M478279:10;M447493:10;M490274:10;M490280:10;M490286:10;M490390:10;M447494:10;M490281:10;M490275:10;M490287:10";
"I_105242:10";"105242";"60.360000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M447497:10;M487739:10;M487471:10";
"I_1052500:10";"1052500";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M458340:10";
"I_1052510:10";"1052510";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M458340:10";
"I_105254:10";"105254";"3.600000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1052670:10";"1052670";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1052680:10";"1052680";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1052700:10";"1052700";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_105284:10";"105284";"120.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M472713:10";
"I_105299:10";"105299";"174.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_105303:10";"105303";"900.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1053160:10";"1053160";"15.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M459988:10";
"I_1053190:10";"1053190";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M438943:10;M438844:10;M459988:10";
"I_1053230:10";"1053230";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M438943:10";
"I_105335:10";"105335";"673.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M448287:10;M458675:10;M503634:10;M483594:10";
"I_107949:10";"107949";"18.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M478189:10;M502621:10;M500959:10";
"I_107965:10";"107965";"420.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_107969:10";"107969";"161.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M445642:10";
"I_107981:10";"107981";"2878.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_107983:10";"107983";"148.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003402:10;LTT00003403:10";
"I_107984:10";"107984";"152.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003402:10;LTT00003403:10";
"I_107987:10";"107987";"1338.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108022:10";"108022";"0.160000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108026:10";"108026";"528.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108030:10";"108030";"37.500000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108037:10";"108037";"8.360000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M478219:10";
"I_108048:10";"108048";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108051-02:10";"108051-02";"24.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M419976:10";
"I_108053:10";"108053";"1883.720000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M502298:10;M483210:10;M448674:10;M448675:10;M448666:10;M486524:10";
"I_108075:10";"108075";"37.910000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108093:10";"108093";"995.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M442483:10;M465064:10;M472799:10;M472783:10;M477925:10;M477922:10;M477935:10;M477918:10;M480784:10;M482513:10;M502512:10;M489237:10;M497210:10;M498894:10;M500083:10;M500087:10;M500088:10;M500108:10;M500109:10;M500113:10";
"I_108094:10";"108094";"144.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M437430:10;M437420:10;M476696:10;M409644:10;M409645:10;M403265:10;M486149:10;M480824:10;M497262:10;M501967:10;M501968:10";
"I_108097:10";"108097";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108098:10";"108098";"103.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108125:10";"108125";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108126:10";"108126";"98.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108129:10";"108129";"1812.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108153:10";"108153";"930.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108154:10";"108154";"319.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108166:10";"108166";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M415309:10;M489284:10";
"I_108169:10";"108169";"21.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108175:10";"108175";"29.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108179:10";"108179";"75.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M442848:10";
"I_108181:10";"108181";"14.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108185:10";"108185";"124.130000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M473126:10;M473916:10;M472496:10;M482764:10;M457502:10;M490797:10;M476070:10;M484959:10";
"I_108241:10";"108241";"6.880000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108242:10";"108242";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108259:10";"108259";"154.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108260:10";"108260";"36.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108261:10";"108261";"6.840000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108284:10";"108284";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108363:10";"108363";"38.220000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M501887:10";
"I_108393:10";"108393";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108406:10";"108406";"57.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108407:10";"108407";"48.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M405064:10";
"I_108408:10";"108408";"200.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108414:10";"108414";"252.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M440925:10;M477943:10;M497231:10;M498930:10;M500153:10;M500154:10";
"I_108455:10";"108455";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108463:10";"108463";"1098.900000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M487897:10;M487774:10;M487763:10;M458817:10;M489836:10;M460687:10;M460684:10;M460683:10;M460681:10;M460686:10;M460685:10;M460669:10;M460661:10;M460659:10;M460658:10;M460657:10;M484788:10;M503384:10;M460632:10;M460629:10;M503098:10;M503097:10;M481023:10;M481022:10;M469393:10;M469392:10;M484706:10;M484619:20;M472217:10;M469305:10;M441159:10;M441153:10;M424413:10;M446341:10;MT00101222_1:10";
"I_108474:10";"108474";"78.990000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M478248:10;M436571:10;M490065:10";
"I_108521:10";"108521";"98.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108548:10";"108548";"18.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108560:10";"108560";"1206.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M499419:10";
"I_108564:10";"108564";"101.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M453695:10;M481484:10;M490473:10;M484314:10";
"I_108566:10";"108566";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108567:10";"108567";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M394659:10";
"I_108572:10";"108572";"15.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M459997:10";
"I_108599:10";"108599";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108602:10";"108602";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108605:10";"108605";"208.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108608:10";"108608";"147.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108612:10";"108612";"823.240000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M503075:10;M503074:10;M503073:10;M472206:10;M472205:10;M490685:10;M490684:10;M469621:10;M469582:10;M484919:10;M501022:10;M501023:10";
"I_108613:10";"108613";"92.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108619:10";"108619";"11.300000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M461783:10;M461740:10";
"I_108623:10";"108623";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108624:10";"108624";"12.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108651:10";"108651";"126.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M442849:10";
"I_108664:10";"108664";"117.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108674:10";"108674";"50.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M499526:10";
"I_108686:10";"108686";"328.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M408029:10;M489202:10;M489203:10";
"I_108719:10";"108719";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108733:10";"108733";"814.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00114516_12:10";
"I_108736:10";"108736";"2035.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108740:10";"108740";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108755:10";"108755";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M439603:10";
"I_108758:10";"108758";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108759:10";"108759";"1385.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"MT00114516_13:10";
"I_108761:10";"108761";"53.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M503308:10;M485019:10";
"I_108776:10";"108776";"102.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108784:10";"108784";"60.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_108790:10";"108790";"733.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
