OPCODE;MAINOUTITEMCODE;PRODQTY;REMAINQTY;PRODSTART;PRODEND;MAINRESOURCE;MASTEROPCODE;DEPARTMENT;PREVOPCODE;NEXTOPCODE
"M487109:50";"2159891";"2.000000000000";"None";"2017-02-28 09:45:22";"2017-02-28 09:55:22";"lehepainutuspingid";"rihtimine1";"LME";"M487225:40";"M486984:10";
"M480858:20";"2423530-20";"1.000000000000";"None";"2017-02-28 09:45:55";"2017-02-28 10:10:55";"lehetöötluskeskus";"lõike sta1";"LME";"M480931:10";"M480793:30";
"M483963:20";"2419880";"2.000000000000";"None";"2017-02-28 09:46:38";"2017-03-09 09:46:38";"allh_värv";"pulberZn1";"LADU";"M483996:10";"M483940:10";
"M500806:10";"2422333-10";"10.000000000000";"None";"2017-02-28 09:47:14";"2017-02-28 09:55:14";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"P191854:10";"M500648:20";
"M447663:10";"933408";"49.000000000000";"49.000000000000";"2017-02-28 09:51:00";"2017-02-28 11:30:00";"pakkijad_rko";"pakkimine1";"RKO";"I_5006473:10;M436279:10;I_111274:10";"MT00114675_3:10";
"M498965:30";"2424680";"1.000000000000";"None";"2017-02-28 09:55:00";"2017-02-28 10:00:00";"lehepainutuspingid";"lehepainu1";"LME";"M499042:20";"M498908:10";
"M498966:30";"2424700";"1.000000000000";"None";"2017-02-28 09:55:00";"2017-02-28 10:00:00";"lehepainutuspingid";"lehepainu1";"LME";"M499044:20";"M498910:10";
"M449990:10";"2155690-10";"16.000000000000";"None";"2017-02-28 09:55:14";"2017-02-28 09:59:04";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_107724:10";"M449986:20";
"M489890:10";"933016-10";"50.000000000000";"None";"2017-02-28 09:55:36";"2017-03-15 09:55:36";"cnc";"CNC";"CNC";"M471230:30;M480232:30";"M489761:20";
"M489891:10";"933016-10";"10.000000000000";"None";"2017-02-28 09:55:36";"2017-03-15 09:55:36";"cnc";"CNC";"CNC";"M480232:30";"M493565:20";
"M498967:30";"2424710";"1.000000000000";"None";"2017-02-28 09:56:20";"2017-02-28 10:00:00";"lehepainutuspingid";"lehepainu1";"LME";"M499045:20";"M498911:10";
"M472719:40";"8407001";"5.000000000000";"None";"2017-02-28 09:56:26";"2017-02-28 11:57:00";"käsipoleerijad";"poleerimi1";"LÕV";"M472779:30";"M471785:10";
"M472720:40";"8407002";"5.000000000000";"None";"2017-02-28 09:56:26";"2017-02-28 11:57:00";"käsipoleerijad";"poleerimi1";"LÕV";"M472780:30";"M471785:10";
"M448531:60";"3000390-60";"48.000000000000";"48.000000000000";"2017-02-28 09:56:53";"2017-02-28 10:30:00";"krasside_eemaldajad";"krasside2";"LME";"M448583:50";"M448469:70";
"M497487:30";"1067451-30";"10.000000000000";"None";"2017-02-28 09:56:53";"2017-02-28 11:36:53";"saeoperaatorid_1";"mõõtulõik1";"TOR";"M497493:20";"M497468:40";
"M500962:10";"2136213-10";"6.000000000000";"None";"2017-02-28 09:59:04";"2017-02-28 10:01:46";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_107724:10";"M500845:20";
"M498908:10";"2424681";"1.000000000000";"None";"2017-02-28 10:00:00";"2017-03-09 10:00:00";"allh_värv";"kpulbervä1";"LADU";"M498965:30";"M498876:10";
"M498903:10";"2424611";"1.000000000000";"None";"2017-02-28 10:00:00";"2017-03-09 10:00:00";"allh_värv";"kpulbervä1";"LADU";"M498963:40";"M498876:10";
"M498910:10";"2424701";"1.000000000000";"None";"2017-02-28 10:00:00";"2017-03-09 10:00:00";"allh_värv";"kpulbervä1";"LADU";"M498966:30";"M498876:10";
"M498911:10";"2424711";"1.000000000000";"None";"2017-02-28 10:00:00";"2017-03-09 10:00:00";"allh_värv";"kpulbervä1";"LADU";"M498967:30";"M498876:10";
"M485819:30";"2157270";"8.000000000000";"None";"2017-02-28 10:00:00";"2017-02-28 14:26:00";"lehepainutuspingid";"lehepainu1";"LME";"M485892:20";"M486502:10";
"M502298:10";"2152930-10";"12.000000000000";"None";"2017-02-28 10:01:46";"2017-02-28 10:04:46";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_108053:10";"M501885:20";
"M500358:30";"2300230";"10.000000000000";"None";"2017-02-28 10:02:40";"2017-02-28 10:03:40";"elektropoleerliin";"elektropo1";"RKO";"M500549:20";"M500215:40";
"M449953:30";"2140943";"16.000000000000";"None";"2017-02-28 10:03:12";"2017-02-28 10:18:43";"lukksepad";"keermesta1";"TOR";"M449967:20";"M449943:10";
"M503828:10";"2136780-10";"24.000000000000";"None";"2017-02-28 10:04:46";"2017-02-28 10:08:22";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_1.5RL_UNI:10";"M503820:20";
"M444770:10";"62793-D/10-10";"60.000000000000";"None";"2017-02-28 10:05:00";"2017-02-28 11:38:00";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_5.0RL_UNI:10";"M444675:20";
"M456269:20";"8403090-20";"40.000000000000";"None";"2017-02-28 10:06:46";"2017-02-28 12:56:46";"passiveerijad";"passiveer1";"RKO";"M463027:10;M463028:10";"M470723:30";
"M482754:10";"1508080-10";"2.000000000000";"None";"2017-02-28 10:06:46";"2017-02-28 10:27:22";"otk_keevitaja_tig";"OTtorkeev1";"RKE";"M482765:10;M482760:20;I_2114850:10";"M482747:20";
"M498982:50";"2424760-50";"1.000000000000";"None";"2017-02-28 10:07:50";"2017-02-28 10:10:50";"lehepainutuspingid";"lehepainu1";"LME";"M499049:40";"M498915:60";
"M480916:10";"2423520-10";"1.000000000000";"None";"2017-02-28 10:08:55";"2017-02-28 10:10:55";"giljotiinkäärid";"giljotine1";"LME";"I_107866:10";"M480845:20";
"M492578:10";"1041961-10";"45.000000000000";"None";"2017-02-28 10:09:30";"2017-02-28 12:29:30";"sammaspuurpingid";"puurimine1";"TOR";"M492591:40";"M492570:20";
"M492579:10";"1041962-10";"45.000000000000";"None";"2017-02-28 10:09:30";"2017-02-28 12:29:30";"sammaspuurpingid";"puurimine1";"TOR";"M492591:40;M436585:40";"M492571:20";
"M498974:50";"2424580-50";"1.000000000000";"None";"2017-02-28 10:10:20";"2017-02-28 10:12:50";"lehepainutuspingid";"lehepainu1";"LME";"M499035:40";"M498900:60";
"M480845:20";"2423520-20";"1.000000000000";"None";"2017-02-28 10:10:55";"2017-02-28 11:35:55";"lehetöötluskeskus";"lõike sta1";"LME";"M480916:10";"M480788:30";
"M488303:10";"2141760-10";"10.000000000000";"None";"2017-02-28 10:10:57";"2017-02-28 10:15:57";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0RL_UNI:10";"M488230:20";
"M449997:10";"1035850";"10.000000000000";"None";"2017-02-28 10:11:53";"2017-02-28 10:26:53";"torulaser_trumpf";"torulaser1";"LME";"I_100354:10;OT00109892_3:10";"None";
"M489188:20";"8406220-20";"5.000000000000";"None";"2017-02-28 10:15:00";"2017-02-28 10:30:00";"passiveerijad";"passiveer1";"RKO";"M489375:10";"M472717:30";
"M496212:10";"2422513-10";"251.000000000000";"None";"2017-02-28 10:15:57";"2017-02-28 11:41:17";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0ML_UNI:10";"M496201:20";
"M486887:20";"2412733";"54.000000000000";"None";"2017-02-28 10:16:30";"2017-02-28 10:30:00";"krasside_eemaldajad";"krasside1";"LME";"M487031:10";"M490549:10;M486823:10";
"M450957:30";"2150262";"25.000000000000";"None";"2017-02-28 10:17:00";"2017-02-28 10:21:00";"elektropoleerliin";"elektropo1";"RKO";"M450998:20";"M450895:20;M484705:20;M491049:20";
"M450956:30";"2150261";"25.000000000000";"None";"2017-02-28 10:21:00";"2017-02-28 10:25:00";"elektropoleerliin";"elektropo1";"RKO";"M450997:20";"M450895:20;M484705:20;M491049:20";
"M453858:20";"2419983";"20.000000000000";"None";"2017-02-28 10:22:20";"2017-02-28 10:30:00";"krasside_eemaldajad";"krasside1";"LME";"M453913:10";"M453808:10;M453807:10";
"M444579:10";"911116-10";"1080.000000000000";"None";"2017-02-28 10:24:00";"2017-03-01 12:20:00";"Keevitajad_MIG";"punktimin1";"MMK";"M442461:20;M425897:20;I_V2023100:10;M444620:20;I_V2024600:10";"LTT00003343:20";
"M450955:30";"2150252";"25.000000000000";"25.000000000000";"2017-02-28 10:25:00";"2017-02-28 10:30:00";"elektropoleerliin";"elektropo1";"RKO";"M450996:20";"M450895:20;M484705:20;M491049:20";
"MT00114781_1:10";"None";"5.000000000000";"None";"2017-02-28 10:25:00";"2017-02-28 16:25:00";"DefaultSalesResource";"None";"None";"M454117:30";"None";
"M490606:20";"2412743";"19.000000000000";"None";"2017-02-28 10:25:15";"2017-02-28 10:30:00";"krasside_eemaldajad";"krasside1";"LME";"M490701:10";"M490551:10;M490550:10";
"M482640:20";"2419433";"25.000000000000";"None";"2017-02-28 10:25:30";"2017-02-28 10:30:00";"krasside_eemaldajad";"krasside1";"LME";"M482690:10";"M482601:10";
"M503364:20";"2411633";"10.000000000000";"None";"2017-02-28 10:25:48";"2017-02-28 10:30:00";"timesavers";"krasside1";"LME";"M503366:10";"M503361:10";
"M486667:10";"1047640";"332.000000000000";"None";"2017-02-28 10:26:53";"2017-02-28 12:23:17";"torulaser_trumpf";"torulaser1";"LME";"I_100204:10";"None";
"M482747:20";"1508080-20";"2.000000000000";"None";"2017-02-28 10:27:22";"2017-02-28 11:23:22";"passiveerijad";"passiveer1";"RKO";"M482754:10";"M482724:30";
"M472215:20";"2417133";"5.000000000000";"None";"2017-02-28 10:27:42";"2017-02-28 10:30:00";"krasside_eemaldajad";"krasside1";"LME";"M472333:10";"M472083:10";
"M469762:20";"2420910-20";"2.000000000000";"None";"2017-02-28 11:20:00";"2017-02-28 11:21:30";"Keevitajad_TIG";"keevitami1";"RKE";"M469798:10";"M469724:30";
"M483995:10";"2419870-10";"2.000000000000";"None";"2017-02-28 11:20:00";"2017-02-28 11:21:58";"lehepainutuspingid";"lehepainu1";"LME";"M484038:20";"M483962:20";
"M487586:30";"2169871";"2.000000000000";"None";"2017-02-28 11:20:00";"2017-02-28 11:26:00";"lehepainutuspingid";"lehepainu1";"LME";"M487709:20";"M487491:10";
"M486503:10";"5015650-10";"7.000000000000";"None";"2017-02-28 11:20:00";"2017-02-28 12:16:00";"Keevitajad_TIG";"keevitami1";"RKE";"M485820:40;I_2156720:10";"M486446:20";
"M450954:30";"2150251";"25.000000000000";"25.000000000000";"2017-02-28 11:20:00";"2017-02-28 11:25:00";"elektropoleerliin";"elektropo1";"RKO";"M450995:20";"M450895:20;M484705:20;M491049:20";
"M482581:20";"2422700-20";"1.000000000000";"None";"2017-02-28 11:21:14";"2017-02-28 11:23:24";"timesavers";"krasside1";"LME";"M482619:10";"M482540:30";
"M469724:30";"2420910";"2.000000000000";"None";"2017-02-28 11:21:30";"2017-03-09 11:21:30";"allh_värv";"pulberZn1";"LADU";"M469762:20";"M469700:10";
"M483962:20";"2419870";"2.000000000000";"None";"2017-02-28 11:21:58";"2017-03-09 11:21:58";"allh_värv";"pulberZn1";"LADU";"M483995:10";"M483940:10";
"M490942:30";"2167320";"17.000000000000";"None";"2017-02-28 11:21:58";"2017-02-28 11:37:16";"lehepainutuspingid";"lehepainu1";"LME";"M490969:20";"M490919:10";
"M482580:20";"2422690-20";"1.000000000000";"None";"2017-02-28 11:23:46";"2017-02-28 11:25:24";"timesavers";"krasside1";"LME";"M482618:10";"M482539:30";
"M482576:20";"903924-20";"1.000000000000";"None";"2017-02-28 11:24:19";"2017-02-28 11:24:32";"timesavers";"krasside1";"LME";"M482612:10";"M482528:30";
"M460516:40";"5019250-40";"1.000000000000";"None";"2017-02-28 11:24:24";"2017-02-28 11:34:24";"haavel_mm";"haaveldus1";"MMK";"M460562:30";"M460477:50";
"M453906:30";"2143980";"65.000000000000";"None";"2017-02-28 11:25:00";"2017-02-28 11:34:45";"elektropoleerliin";"elektropo1";"RKO";"M453951:20";"M453887:30";
"M457346:60";"1059470";"20.000000000000";"None";"2017-02-28 11:25:00";"2017-02-28 16:37:00";"masinpoleerijad";"eelpoleer1";"LÕV";"M457384:50";"M457325:20";
"M490943:30";"2167340";"17.000000000000";"None";"2017-02-28 11:26:00";"2017-02-28 11:41:18";"lehepainutuspingid";"lehepainu1";"LME";"M490970:20";"M490919:10";
"M480796:30";"2423560-30";"1.000000000000";"None";"2017-02-28 11:28:11";"2017-02-28 11:28:24";"timesavers";"krasside1";"LME";"M480861:20";"M480747:40";
"M480797:30";"2423570-30";"1.000000000000";"None";"2017-02-28 11:28:11";"2017-02-28 11:28:24";"timesavers";"krasside1";"LME";"M480862:20";"M480748:40";
"M461792:40";"1036420-40";"50.000000000000";"None";"2017-02-28 11:30:00";"2017-02-28 14:10:00";"lukksepad";"rihtimine1";"TOR";"M461810:30";"M461767:50";
"MT00114675_3:10";"None";"49.000000000000";"None";"2017-02-28 11:30:00";"2017-02-28 17:30:00";"DefaultSalesResource";"None";"None";"M447663:10";"None";
"M482663:10";"5017920-10";"1.000000000000";"None";"2017-02-28 11:32:00";"2017-02-28 12:42:00";"Keevitajad_TIG";"keevitami1";"RKE";"M482671:10;M482393:10;M482697:10;M482672:10;M482699:10;M482698:10;I_2128170:10;M482748:30";"M482620:20";
"M480794:30";"2423540-30";"1.000000000000";"None";"2017-02-28 11:32:03";"2017-02-28 11:32:16";"timesavers";"krasside1";"LME";"M480859:20";"M480745:40";
"M480795:30";"2423550-30";"1.000000000000";"None";"2017-02-28 11:32:03";"2017-02-28 11:32:16";"timesavers";"krasside1";"LME";"M480860:20";"M480746:40";
"M460477:50";"5019250";"1.000000000000";"None";"2017-02-28 11:34:24";"2017-02-28 11:44:24";"lukksepad";"rihtimine1";"RKE";"M460516:40";"M460428:10";
"M480788:30";"2423520-30";"1.000000000000";"None";"2017-02-28 11:35:55";"2017-02-28 11:36:08";"timesavers";"krasside1";"LME";"M480845:20";"M480739:40";
"M480793:30";"2423530-30";"1.000000000000";"None";"2017-02-28 11:35:55";"2017-02-28 11:36:08";"timesavers";"krasside1";"LME";"M480858:20";"M480744:40";
"M497468:40";"1067451-40";"10.000000000000";"None";"2017-02-28 11:36:53";"2017-02-28 11:46:53";"krasside_eemaldajad";"krasside1";"TOR";"M497487:30";"M497452:50";
"M502753:20";"1065940-20";"5.000000000000";"None";"2017-02-28 11:36:53";"2017-02-28 12:04:23";"saeoperaatorid_1";"mõõtulõik1";"TOR";"M502778:10";"M502735:30";
"M490956:10";"2144810-10";"16.000000000000";"None";"2017-02-28 11:38:00";"2017-02-28 11:50:48";"01_laserlõikuspink_fo";"laserlõik1";"LME";"OT00109871_4:10";"M490928:20";
"M480893:10";"5016520-10";"1.000000000000";"None";"2017-02-28 11:41:00";"2017-02-28 13:11:00";"Keevitajad_TIG";"keevitami1";"RKE";"I_1062270:10;M480972:50;I_1062280:10;I_1062290:10;M480971:20;I_2159840:10";"M480827:20";
"M472217:10";"2417113-10";"9.000000000000";"None";"2017-02-28 11:41:17";"2017-02-28 11:47:08";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_108463:10";"M472081:20";
"M447582:10";"5010580-10";"12.000000000000";"None";"2017-02-28 11:42:00";"2017-02-28 13:54:00";"Keevitajad_TIG";"keevitami1";"RKE";"M447589:10;I_3005360:10";"M447539:20";
"M447329:10";"2144042-10";"20.000000000000";"None";"2017-02-28 11:42:12";"2017-02-28 11:53:12";"lehepainutuspingid";"lehepainu1";"LME";"M447374:20";"M447257:20";
"P191756:10";"2158560";"4.000000000000";"None";"2017-02-28 11:44:00";"2017-03-02 11:44:00";"DefaultPurchaseResource";"None";"None";"None";"M437360:10";
"M460428:10";"5019251-10";"1.000000000000";"None";"2017-02-28 11:44:24";"2017-03-09 11:44:24";"allh_värv";"kpulberZn1";"LADU";"M460477:50";"M460359:20";
"M486550:10";"5015700-10";"7.000000000000";"None";"2017-02-28 11:45:06";"2017-02-28 12:27:06";"Keevitajad_TIG";"keevitami1";"RKE";"I_2157350:10;M486575:50;I_2156980:10;I_2156990:10";"M486505:20";
"M469305:10";"2416303-10";"8.000000000000";"None";"2017-02-28 11:47:08";"2017-02-28 11:50:20";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_108463:10";"M469214:20";
"M472806:20";"8071000-20";"5.000000000000";"None";"2017-02-28 11:49:26";"2017-02-28 13:10:26";"otk_keevitaja_tig";"OTtorkeev1";"RKE";"M472885:60;M472886:60;I_2000850:10";"M472738:30";
"M447328:10";"2144041-10";"20.000000000000";"None";"2017-02-28 11:50:12";"2017-02-28 12:01:12";"lehepainutuspingid";"lehepainu1";"LME";"M447374:20";"M447256:20";
"M490402:10";"2146520-10";"24.000000000000";"None";"2017-02-28 11:50:20";"2017-02-28 12:02:20";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0RL_UNI:10";"M490353:20";
"M490955:10";"2144810-10";"18.000000000000";"None";"2017-02-28 11:50:48";"2017-02-28 12:05:12";"01_laserlõikuspink_fo";"laserlõik1";"LME";"OT00109871_4:10";"M490927:20";
"M447257:20";"2144042-20";"20.000000000000";"None";"2017-02-28 11:53:12";"2017-02-28 12:01:12";"haavel_rv";"haaveldus1";"LÕV";"M447329:10";"M447161:30";
"M453802:10";"2416050-10";"123.000000000000";"None";"2017-02-28 11:53:12";"2017-02-28 13:00:51";"lehepainutuspingid";"lehepainu1";"LME";"M453855:10";"M453739:20";
"M471785:10";"840700";"5.000000000000";"None";"2017-02-28 11:57:00";"2017-02-28 13:47:00";"pakkijad_lõv";"pakkimine1";"LÕV";"M472719:40;M472720:40;M472721:10";"MT00114985_9.5:10;MT00115150_2:10";
"M460489:40";"5007400";"19.000000000000";"None";"2017-02-28 12:00:00";"2017-03-01 09:30:00";"koostelukksepad";"puhastami1";"RKO";"M460542:30";"M460470:10";
"M486881:40";"5418740";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-03-13 12:00:00";"allh_anod";"anodeerim1";"LADU";"M486987:30";"M486778:10";
"M480909:30";"903114-30";"2.000000000000";"None";"2017-02-28 12:00:00";"2017-02-28 12:10:00";"haavel_mm";"haaveldus1";"MMK";"M480979:20";"M480857:40";
"M480749:50";"2424640";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-03-13 12:00:00";"allh_anod";"anodeerim1";"LADU";"M480807:40";"M478313:10";
"M481471:60";"2422751";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-03-13 12:00:00";"allh_anod";"anodeerim1";"LADU";"M482544:50";"MT00115037_1:10";
"M481472:50";"2422761";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-03-13 12:00:00";"allh_anod";"anodeerim1";"LADU";"M482545:40";"MT00115037_2:10";
"M495264:10";"5006156";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-02-28 12:05:00";"laotöö.jad";"komplekte1";"LADU";"M497185:20;I_3004170:10;I_2136680:10;I_100697:10;I_100657:10;I_104440:10";"MT00115189_1:10";
"M498915:60";"2424760";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-03-13 12:00:00";"allh_anod";"anodeerim1";"LADU";"M498982:50";"M498877:10";
"M498900:60";"2424580";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-03-13 12:00:00";"allh_anod";"anodeerim1";"LADU";"M498974:50";"M498876:10";
"MT00105974_4:10";"None";"1.000000000000";"None";"2017-02-28 12:00:00";"2017-02-28 18:00:00";"DefaultSalesResource";"None";"None";"LTT00003539:20";"None";
"M447256:20";"2144041-20";"20.000000000000";"None";"2017-02-28 12:01:12";"2017-02-28 12:09:12";"haavel_rv";"haaveldus1";"LÕV";"M447328:10";"M447160:30";
"M421800:30";"2148490";"3.000000000000";"None";"2017-02-28 12:01:12";"2017-02-28 12:31:12";"lehepainutuspingid";"lehepainu1";"None";"M421846:20";"M421774:10";
"M490396:10";"2146510-10";"24.000000000000";"None";"2017-02-28 12:02:20";"2017-02-28 12:14:20";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_4.0RL_UNI:10";"M490347:20";
"M502735:30";"1065940-30";"5.000000000000";"None";"2017-02-28 12:04:23";"2017-02-28 12:21:03";"lukksepad";"puurimine1";"TOR";"M502753:20";"M502715:40";
"MT00115189_1:10";"None";"1.000000000000";"None";"2017-02-28 12:05:00";"2017-02-28 18:05:00";"DefaultSalesResource";"None";"None";"M495264:10";"None";
"M490951:10";"2144750-10";"34.000000000000";"None";"2017-02-28 12:05:12";"2017-02-28 12:22:12";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_5.0RL_UNI:10";"M490922:20";
"M469731:50";"8187351-50";"1.000000000000";"None";"2017-02-28 12:08:00";"2017-02-28 12:10:51";"elektropoleerliin";"elektropo1";"RKO";"M469769:40";"M469698:60";
"M480857:40";"903114-40";"2.000000000000";"None";"2017-02-28 12:10:00";"2017-03-09 12:10:00";"allh_värv";"kpulberZn1";"Ladu";"M480909:30";"M470028:50";
"M469698:60";"8187351";"1.000000000000";"None";"2017-02-28 12:10:51";"2017-02-28 12:15:51";"pesijad";"puhastami1";"RKO";"M469731:50;I_112426:10";"MT00111900_1:10";
"M463757:50";"1000990-50";"1.000000000000";"1.000000000000";"2017-02-28 12:13:30";"2017-02-28 12:53:30";"otk_keevitaja_tig";"OTtorkeev1";"RKE";"M463787:40;I_2108680:10";"M463724:60";
"M486061:10";"2109823-10";"350.000000000000";"None";"2017-02-28 12:14:20";"2017-02-28 18:16:00";"03_laserlõikuspink_trumpf";"laserlõik1";"LME";"I_105089:10";"M486051:20";
"MT00111900_1:10";"None";"1.000000000000";"None";"2017-02-28 12:15:51";"2017-02-28 18:15:51";"DefaultSalesResource";"None";"None";"M469698:60";"None";
"M484595:10";"5412090-10";"20.000000000000";"None";"2017-02-28 12:17:00";"2017-02-28 13:45:00";"Keevitajad_TIG";"keevitami1";"RKE";"M484669:10;I_104443:10";"M484495:20";
"M502715:40";"1065940-40";"5.000000000000";"None";"2017-02-28 12:21:03";"2017-02-28 12:36:03";"krasside_eemaldajad";"krasside1";"TOR";"M502735:30";"M502691:50";
"M450934:10";"2140383-10";"1.000000000000";"None";"2017-02-28 12:22:12";"2017-02-28 12:30:12";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_107352:10";"M450898:20";
"M486505:20";"5015700-20";"7.000000000000";"None";"2017-02-28 12:27:06";"2017-02-28 12:35:30";"passiveerijad";"passiveer1";"RKO";"M486550:10";"M486449:30";
"M492571:20";"1041962-20";"45.000000000000";"None";"2017-02-28 12:29:30";"2017-02-28 13:05:30";"sammaspuurpingid";"faasimine1";"TOR";"M492579:10";"M492561:30";
"M492570:20";"1041961-20";"45.000000000000";"None";"2017-02-28 12:29:30";"2017-02-28 13:05:30";"sammaspuurpingid";"faasimine1";"TOR";"M492578:10";"M492560:30";
"MT00114599_1:10";"None";"10.000000000000";"None";"2017-02-28 12:30:00";"2017-02-28 18:30:00";"DefaultSalesResource";"None";"None";"M442842:10";"None";
"M488231:10";"2417153-10";"10.000000000000";"None";"2017-02-28 12:30:12";"2017-02-28 12:39:42";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_5.0ML_UNI:10";"M488151:20";
"M501257:10";"5019880-10";"18.000000000000";"None";"2017-02-28 12:32:12";"2017-02-28 13:26:12";"Keevitajad_TIG";"keevitami1";"RKE";"M490958:20;I_2167260:10;M490962:30";"M490947:20";
"M410099:20";"5015710-20";"3.000000000000";"3.000000000000";"2017-02-28 12:35:00";"2017-02-28 12:41:00";"passiveerijad";"passiveer1";"RKO";"W_5015710-10:10";"M410038:30";
"M405822:20";"5015740-20";"3.000000000000";"3.000000000000";"2017-02-28 12:35:00";"2017-02-28 12:41:00";"passiveerijad";"passiveer1";"RKO";"W_5015740-10:10";"M405737:30";
"M463861:10";"1001000-10";"1.000000000000";"1.000000000000";"2017-02-28 12:39:01";"2017-02-28 12:39:26";"torulaser_trumpf";"torulaser1";"LME";"I_100287:10";"M463847:20";
"M463847:20";"1001000-20";"1.000000000000";"1.000000000000";"2017-02-28 12:39:26";"2017-02-28 12:44:16";"05_torupainutuspink";"torupainu1";"TOR";"M463861:10";"M463827:30";
"M500396:10";"2420893-10";"74.000000000000";"None";"2017-02-28 12:39:42";"2017-02-28 13:13:00";"01_laserlõikuspink_fo";"laserlõik1";"LME";"I_5.0ML_UNI:10";"M500244:20";
"P191659:10";"112426";"7.000000000000";"None";"2017-02-28 12:40:00";"2017-03-02 12:40:00";"DefaultPurchaseResource";"None";"None";"None";"M503030:10";
"M472717:30";"8406220";"5.000000000000";"None";"2017-02-28 12:40:09";"2017-02-28 13:47:00";"käsipoleerijad";"poleerimi1";"LÕV";"M489188:20";"M471783:10";
"M500321:10";"1061430";"10.000000000000";"None";"2017-02-28 12:40:39";"2017-02-28 12:55:39";"torulaser_trumpf";"torulaser1";"LME";"P191802:10;P191950:10";"M500208:10";
"M477609:20";"2006460";"40.000000000000";"None";"2017-02-28 12:41:38";"2017-02-28 12:52:18";"vibrotöötluspink";"vibrotööt1";"LME";"M477680:10";"M453875:20;M491063:20";
"M482620:20";"5017920-20";"1.000000000000";"None";"2017-02-28 12:42:00";"2017-02-28 12:44:30";"käsipoleerijad";"lihvimine1";"LÕV";"M482663:10";"M482583:30";
"M463827:30";"1001000-30";"1.000000000000";"1.000000000000";"2017-02-28 12:44:16";"2017-02-28 12:50:16";"saeoperaatorid_3";"mõõtulõik1";"TOR";"M463847:20";"M463788:40";
"M447378:20";"1048910-20";"20.000000000000";"None";"2017-02-28 12:44:16";"2017-02-28 14:34:16";"01_torupainutuspink";"torupainu1";"TOR";"M447428:10";"M447323:30";
"M463789:10";"5004540-10";"4.000000000000";"None";"2017-02-28 12:49:28";"2017-02-28 13:29:28";"Keevitajad_TIG";"keevitami1";"RKE";"M463825:10;M499817:10;M484917:20;I_2008250:10";"M463760:20";
"P191645:10";"113792";"20.000000000000";"None";"2017-02-28 12:50:00";"2017-03-02 12:50:00";"DefaultPurchaseResource";"None";"None";"None";"M501932:20;M501933:20";
"M463788:40";"1001000-40";"1.000000000000";"1.000000000000";"2017-02-28 12:50:16";"2017-02-28 13:39:28";"masinpoleerijad";"eelpoleer1";"LÕV";"M463827:30";"M463758:50";
"M448481:20";"8546043-20";"30.000000000000";"None";"2017-02-28 12:53:30";"2017-03-01 06:03:30";"otk_keevitaja_tig";"OTtorkeev1";"RKE";"M476044:30;M484800:30;I_1044450:10;I_2114850:10;I_100645:10";"M448429:30";
"M497453:50";"1067452-50";"10.000000000000";"None";"2017-02-28 12:55:30";"2017-03-02 12:55:30";"allh_torutöötl";"pressimin1";"LADU";"M497469:40";"M497433:60;M457474:60";
"M447504:10";"1052450";"12.000000000000";"None";"2017-02-28 12:55:39";"2017-02-28 13:19:39";"torulaser_trumpf";"torulaser1";"LME";"I_107934:10";"M447468:10";
"M453739:20";"2416050";"123.000000000000";"None";"2017-02-28 13:00:51";"2017-02-28 13:33:39";"vibrotöötluspink";"vibrotööt1";"LME";"M453802:10";"M457246:10;M453711:10";
"M457317:20";"2420820-20";"40.000000000000";"None";"2017-02-28 13:02:26";"2017-02-28 13:11:14";"timesavers";"krasside1";"LME";"M457356:10";"M457279:30";
"M489371:30";"5004410-30";"21.000000000000";"None";"2017-02-28 13:05:00";"2017-02-28 14:50:00";"lukksepad";"rihtimine1";"RKE";"M489518:20";"M489181:40";
"M492560:30";"1041961-30";"45.000000000000";"None";"2017-02-28 13:05:30";"2017-02-28 13:50:30";"pesijad";"pesemine1";"RKO";"M492570:20";"M492551:40";
"M492561:30";"1041962-30";"45.000000000000";"None";"2017-02-28 13:05:30";"2017-02-28 13:50:30";"pesijad";"pesemine1";"RKO";"M492571:20";"M492552:40";
